Series Name,Series Code,Country Name,Country Code,1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Uruguay,URY,8100,5600,5800,5200,7700,5000,5000,5100,8500,9000,9000,6700,8200,9900,10300,10852,9550,8404,7032,8343,8934,8666,9186,9388,8731,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,15600,16200,11500,11500,11700,30800,30075,39673,22543,22325,22698,22183,21514,22265,22406,23176,22924,23773,24328,23962,23149,22579,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Vanuatu,VUT,200,300,300,300,300,300,600,700,1100,1300,1600,1600,1700,2100,1300,1402,1446,1547,1211,1477,1580,1643,1742,1775,1667,17212,11218.2976736216,11905,12144,10848,9347.232,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,"Venezuela, RB",VEN,97900,96700,88000,102700,115200,82000,81100,97700,107100,94200,80300,82800,72700,67400,130200,138500,223075,166807,110062,123232,135574,139671,140774,137900,123646,84065,83106,78583.1623779542,92813,99250,80754.862,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Vietnam,VNM,1800,1800,1800,1800,1800,1800,3700,3700,16800,21200,27100,27800,33500,29700,29000,28999,35658,42588,41996,50855,54415,50840,60218,74739,83720,109176,135905.672936536,135300.414088577,149527.817,167386.363,205217,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,"Yemen, Rep.",YEM,9900,15300,13700,14600,13800,14100,11300,13900,13100,12400,4900,11800,7000,7300,7800,14608,14973,15495,14706,16746,17306,18843,14403,14462,14652,20600,20176.7285260675,16807.4072955955,16932,16056,11459.916,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Zambia,ZMB,4700,4900,5400,5600,2900,6500,2800,2700,4200,4300,..,..,1200,1200,5400,6118,4886,4875,5214,5825,5965,6013,6396,4361,..,9730,11497,8288,7997,8050,10048.806,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Zimbabwe,ZWE,9400,8900,8800,9700,10000,10300,13300,13500,11000,9800,9900,10000,17700,17800,15300,13603,8848,5050,3950,4269,4410,6819,7272,5917,5937,7077,10020.7056112793,11560.3678539236,27684,25224,27274.632,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 05/26/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
